,name,address,price,city,Check_in_date,Check_out_date,Review,Rating,distance to city centre(km),distance to HYD-Rajiv Gandhi Intl(km),Pool,Free parking,Airport transfer,Spa,Restaurant,Gym,Bar,Bathtub,Meeting Facilities,Connecting rooms available,Pet-friendly,Kitchen,Internet access
113,Hyderabad Marriott Hotel & Convention Centre,Opp Hussain Sagar Lake Tank Bund Rd Hyderabad Andhra Pradesh 500080 India,14400,Hyderabad,2021-12-02,2021-02-16,,,4.6,21 ,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no
114,Taj Banjara,Road No 1 Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,14349,Hyderabad,2021-12-02,2021-02-16,,,2.9,18 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
115,Welkin Hotel,17227 to 234 Near Paradise Circle SD Road Hyderabad Telangana 500003 India,7000,Hyderabad,2021-12-02,2021-02-16,,,6.4,23 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
116,OYO 63371 R Square Stay,R Square Stay Metro exit D Beside China Bazar Bahadurguda LB Nagar a Bazar Bahad Hyderabad Telangana 500074 India,11751,Hyderabad,2021-12-02,2021-02-16,,,9.9,16 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
117,OYO 70733 Hotel Regal,139 45139 NH 9 Sappu Bagh Apaprtment Jogani Ramgopalpet t Jogani Ramgopalpe Hyderabad Telangana 500003 India,7849,Hyderabad,2021-12-02,2021-02-16,,,6.4,23 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
118,OYO 63209 Hotel Ram Ratan Grand,529/5 ORR tollgatekishanguda Shamshabad bad Hyderabad Hyderabad Telangana 501218 India,13351,Hyderabad,2021-12-02,2021-02-16,,,18 ,6.7,no,yes,no,no,no,no,no,no,no,no,no,no,no
119,OYO 63209 Hotel Ram Ratan Grand,529/5 ORR tollgatekishanguda Shamshabad bad Hyderabad Hyderabad Telangana 501218 India,13351,Hyderabad,2021-12-02,2021-02-16,,,18 ,6.7,no,yes,no,no,no,no,no,no,no,no,no,no,no
120,HOTEL THE CONCLAVE,Gowlidoddi Rd Hyderabad Telangana 500032 India,8000,Hyderabad,2021-12-02,2021-02-16,,,16 ,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
121,Capital O 47601 Airport Palace Hotel,2158/1/1 Fort grand road Ranga Reddy Hyderabad Hyderabad Telangana 501218 India,9590,Hyderabad,2021-12-02,2021-02-16,,,16 ,6.0,no,yes,no,no,no,no,no,no,no,no,no,yes,no
122,HMC Hotel,Gosha Road MJ Market Hyderabad Telangana 500001 India,7996,Hyderabad,2021-12-02,2021-02-16,,,1.0,16 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
123,OYO 4025 Hotel Meredian Orchid,11465015 Lakdi Ka pul Hyderabad Telangana 500004 India,13641,Hyderabad,2021-12-02,2021-02-16,,,1.6,18 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
124,Cannychoice Inn,Hotel CannyChoice Inn Plot No 60 & 61 Green Hamlet Shilpa Park Rd Kondapur Hyderabad Telangana 500084 India,8000,Hyderabad,2021-12-02,2021-02-16,,,14 ,26 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
125,Capital O 65104 Che Sigma Hotel,107/11 Beside Firdous Cafe Chinthalkunta ta Hyderabad Hyderabad Telangana 500074 India,5254,Hyderabad,2021-12-02,2021-02-16,,,11 ,16 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
126,Hotel Lotus Grand,94147 to 153 opprailway station Gurudwaralane Rezimental Bazar Hyderabad Telangana 500003 India,8640,Hyderabad,2021-12-02,2021-02-16,,,7.0,23 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
127,Hotel Gaurishree,Hall no8chittod complex mpnagarzone1bhopal Hyderabad 462011 India,8564,Hyderabad,2021-12-02,2021-02-16,,,2.3,16 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
128,Deccan Comforts,No 5919/14 15 Old Secretariat Road Green Gates Saifabad Hyderabad Telangana 500022 India,3996,Hyderabad,2021-12-02,2021-02-16,,,2.2,18 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
129,Avasa Hotels,Plot No 15 24 25 & 26 Survey No64 Sector1 Huda Techno Enclave Hyderabad Andhra Pradesh 500081 India,16400,Hyderabad,2021-12-02,2021-02-16,,,11 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
130,Avasa Hotels,Plot No 15 24 25 & 26 Survey No64 Sector1 Huda Techno Enclave Hyderabad Andhra Pradesh 500081 India,16400,Hyderabad,2021-12-02,2021-02-16,,,11 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
131,Novotel Hyderabad Airport Hotel,Rajiv Gandhi International Airport Shamshabad RR District Hyderabad Andhra Pradesh 500409 India,20800,Hyderabad,2021-12-02,2021-02-16,,,16 ,1.5,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no
132,OYO 49253 Raja Residency,151&560 Raja Deluxe Complex Street Number 7 Musheerabad umber 7 Hyderabad Telangana 500020 India,16007,Hyderabad,2021-12-02,2021-02-16,,,4.7,20 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
133,Taj Krishna,Rd Number 1 Mada Manzil Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,26000,Hyderabad,2021-12-02,2021-02-16,,,3.5,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
134,OYO 33504 Hotel Ananda Inn,1415&16 Kukatpally Industrial EstateOpp RS Brothers Beside KPHB Bus Hyderabad Telangana 500072 India,12119,Hyderabad,2021-12-02,2021-02-16,,,14 ,28 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
135,Park Hyatt Hyderabad,Road No 2 Banjara Hills Hyderabad Andhra Pradesh 500034 India,18966,Hyderabad,2021-12-02,2021-02-16,,,5.5,20 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
136,Hill View Guest Houses - Begumpet,HNo18308/4/2 Rdno1 Patigadda Begumpet Hyderabad Telangana 500003 India,6476,Hyderabad,2021-12-02,2021-02-16,,,6.0,22 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
137,Hill View,APBH Phase 4 Hyderabad Telangana 500032 India,8360,Hyderabad,2021-12-02,2021-02-16,,,13 ,24 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
138,Hotel Sri Mayuri,3354/5 to 9 kachiguda station road Hyderabad telangana 500027 India,8280,Hyderabad,2021-12-02,2021-02-16,,,2.9,17 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
139,THE GRAND PLAZA A BOUTIQUE HOTEL,5988/A/1 Opp Assembly Metro Station Pillar #A1255 Hyderabad Telangana 500001 India,7600,Hyderabad,2021-12-02,2021-02-16,,,1.1,17 ,no,yes,no,no,no,no,no,no,no,no,yes,no,no
140,Golkonda Resorts & Spa,Gandipet Sagar Mahal Complex Hyderabad Andhra Pradesh 500075 India,33300,Hyderabad,2021-12-02,2021-02-16,,,16 ,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
141,Golkonda Resorts & Spa,Gandipet Sagar Mahal Complex Hyderabad Andhra Pradesh 500075 India,33300,Hyderabad,2021-12-02,2021-02-16,,,16 ,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
142,Aditya Park-A Sarovar Portico Hotel,Ameerpet Aditya Enclave Hyderabad Andhra Pradesh 500038 India,5850,Hyderabad,2021-12-02,2021-02-16,,,5.7,21 ,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no
143,Anmol Continental,5920/A Saifabad Khairtabad Hyderabad Telangana 500081 India,8796,Hyderabad,2021-12-02,2021-02-16,,,1.9,18 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
144,OYO 29928 Royal Emirates Banjara,H No 82231/15/16/17 Nagarjuna Hills Punjagutta Hyderabad Telangana 500082 India,6218,Hyderabad,2021-12-02,2021-02-16,,,4.6,20 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
145,OYO 71431 Hotel Polo,631099/1/13 Nishat Bagh Colony Ward 97 Somajiguda Greater Municipal Corporat Hyderabad Telangana 500082 India,20517,Hyderabad,2021-12-02,2021-02-16,,,4.0,20 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
146,Gardenia Service Apartments,540 Venkateshwara Nagar Aurora Colony Banjara Hills Hyderabad Telangana 500034 India,20517,Hyderabad,2021-12-02,2021-02-16,,,5.2,20 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
147,Mercure Hyderabad KCP Hotel,6 3 551 Banjara Hills Somajiguda Hyderabad 500082 India,12479,Hyderabad,2021-12-02,2021-02-16,,,3.4,19 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes
148,Lemon Tree Hotel Gachibowli Hyderabad,No 115/1Financial District Nanakramguda Serilingampally Gachibowli Hyderabad Andhra Pradesh 500032 India,6590,Hyderabad,2021-12-02,2021-02-16,,,15 ,23 ,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no
149,ibis Hyderabad Hitech City Hotel,Plot 3 Techno Enclave Hitech City Main Road Patrika Nagar Hyderabad Telangana 500081 India,6598,Hyderabad,2021-12-02,2021-02-16,,,11 ,24 ,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,no
150,Capital O 72734 Hotel Sri Mayuri,80 Chappal Bazaar Ward 80 Kachiguda Greater Municipal Corporation Central Zo Hyderabad Telangana 500027 India,13892,Hyderabad,2021-12-02,2021-02-16,,,2.8,17 ,no,yes,no,no,no,no,no,no,no,no,no,yes,no
151,Aditya Hometel,Adjacent To Satyam Theatre Balkampet Rd Ameerpet Hyderabad Andhra Pradesh 500001 India,6638,Hyderabad,2021-12-02,2021-02-16,,,5.8,21 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
152,Aditya Hometel,Adjacent To Satyam Theatre Balkampet Rd Ameerpet Hyderabad Andhra Pradesh 500001 India,6638,Hyderabad,2021-12-02,2021-02-16,,,5.8,21 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
153,Lemon Tree Hotel Banjara Hills,63248/1/1/B Bhaskara Plaza Road No1 Banjara Hills Hyderabad Telangana 500034 India,10077,Hyderabad,2021-12-02,2021-02-16,,,3.1,19 ,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no
154,"Red Fox Hotel, HITEC City, Hyderabad",Plot No 2 HITEC City Hyderabad Andhra Pradesh 500081 India,7197,Hyderabad,2021-12-02,2021-02-16,,,11 ,23 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
155,OYO 47251 M&m Rooms,01 Shirdi Sai Nagar Hyderabad Telangana 500042 India,20517,Hyderabad,2021-12-02,2021-02-16,,,8.4,24 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
156,Hyatt Hyderabad Gachibowli,Road No 2 IT Park Gachibowli Hyderabad Andhra Pradesh 500019 India,11730,Hyderabad,2021-12-02,2021-02-16,,,14 ,22 ,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no
157,i- Stay Hotels -Hitec,291/30/1 S1 Whitefields Opp to Jayabheri Silicon County Hyderabad Telangana 500081 India,7600,Hyderabad,2021-12-02,2021-02-16,,,13 ,25 ,no,yes,no,no,no,yes,no,no,no,no,no,no,no
158,OYO 28637 Gokul Grand,71212/8 Shivbagh Ameerpet Hyderabad Telangana 500016 India,7690,Hyderabad,2021-12-02,2021-02-16,,,6.1,22 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
159,Hill View Guest House - Gachibowli 2,Plot No18JayabheriPine valley Nr Care Hospital Gachibowli Hyderabad Telangana 500032 India,6480,Hyderabad,2021-12-02,2021-02-16,,,11 ,22 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
160,The Central Park,35863 & 864 Old MLA Quaters Rd Hyderabad Telangana 500029 India,6782,Hyderabad,2021-12-02,2021-02-16,,,2.0,18 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
161,"ITC Kakatiya, a Luxury Collection Hotel, Hyderabad",6 3 1187 Begumpet Hyderabad Andhra Pradesh 500016 India,16800,Hyderabad,2021-12-02,2021-02-16,,,4.9,21 ,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no
162,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,10422,Hyderabad,2021-12-02,2021-02-16,,,1.7,18 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
163,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,10422,Hyderabad,2021-12-02,2021-02-16,,,1.7,18 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
164,OYO 28207 Classic Guest House,198/90/26 Madhapur Petrol Bunk Phase 2 Madhapur 2 Madhapur Hyderabad Hyderab Hyderabad Telangana 500081 India,37755,Hyderabad,2021-12-02,2021-02-16,,,9.8,22 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
165,The Peerless Inn Hyderabad,Plot No 15 to 18 Lumbini Layout Gachibowli Hyderabad Andhra Pradesh 500032 India,12800,Hyderabad,2021-12-02,2021-02-16,,,11 ,22 ,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no
166,OYO 9968 Unique Homes,139Jubliee Garden LayoutHanuman Nagar Lane Behind Haveli Club8Kothaguda Hyderabad 500084 India,11983,Hyderabad,2021-12-02,2021-02-16,,,13 ,25 ,no,yes,no,no,yes,no,no,yes,no,no,no,no,no
167,Guest inn Suites,82438/2 Road No 4 Banjara Hills Hyderabad Telangana 300034 India,9996,Hyderabad,2021-12-02,2021-02-16,,,4.2,20 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
168,KP Suites,No 198/4 Madhapur Main Raod Madhapur Main Raod Hitec City Hyderabad Telengana 500081 India,5996,Hyderabad,2021-12-02,2021-02-16,,,9.9,23 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes
169,"ITC Kohenur, a Luxury Collection Hotel, Hyderabad",Plot No5 Hyderabad Knowledge City Madhapur Hyderabad Telangana 500081 India,29200,Hyderabad,2021-12-02,2021-02-16,,,9.8,22 ,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no
170,Daspalla Hyderabad,Road No 37 Jubilee Hills Hyderabad Andhra Pradesh 500033 India,16106,Hyderabad,2021-12-02,2021-02-16,,,8.4,22 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
171,Novotel Hyderabad Convention Centre Hotel,Novotel & HICC Complex Adjacent to Hitec City Hyderabad Telangana 500081 India,12400,Hyderabad,2021-12-02,2021-02-16,,,14 ,26 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
172,The Golkonda Hyderabad,Banjara Hills Masab Tank Hyderabad Andhra Pradesh 500 028 India,12600,Hyderabad,2021-12-02,2021-02-16,,,2.1,18 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
173,Tabla Pride,Road Number1 Banjara Hills Besides Care Hospital Hyderabad Telangana 500034 India,10557,Hyderabad,2021-12-02,2021-02-16,,,3.1,19 ,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
174,Tabla Pride,Road Number1 Banjara Hills Besides Care Hospital Hyderabad Telangana 500034 India,10557,Hyderabad,2021-12-02,2021-02-16,,,3.1,19 ,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
175,OYO 30151 Golden Hive,3674 Road No 36 Near 100 Ft Road Ayyappa Society Madhapur Hyderabad Telangana 500081 India,7464,Hyderabad,2021-12-02,2021-02-16,,,10 ,24 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
176,Hotel Imperial Classic,18525 RTC X Road Chikkadpally Hyderabad Telangana 500020 India,6800,Hyderabad,2021-12-02,2021-02-16,,,3.6,19 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
177,Hotel Minerva Grand,82616 Road No 11 Banjara Hills Hyderabad Andhra Pradesh 500034 India,12661,Hyderabad,2021-12-02,2021-02-16,,,3.6,19 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
178,Courtyard by Marriott Hyderabad,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,12462,Hyderabad,2021-12-02,2021-02-16,,,4.7,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
179,The Palazzo,House No: 1531 Plot No: 103 to 105 KPHB 5th Phase Hyderabad Andhra Pradesh 500072 India,10000,Hyderabad,2021-12-02,2021-02-16,,,13 ,27 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
180,Hotel Asian International,116210 Public Garden Road Nampally Hyderabad Telangana 500001 India,3960,Hyderabad,2021-12-02,2021-02-16,,,0.7,17 ,no,no,no,no,no,no,no,no,no,no,no,no,yes
181,Hotel B Plus L,Plot No 37 & 38 Sy No 66 & 67 Jubilee Enclave Madhapur Hyderabad Telangana 500081 India,13996,Hyderabad,2021-12-02,2021-02-16,,,12 ,25 ,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no
182,Ellaa Hotel Gachibowli,Hill Ridge Springs Gachibowli Near Hitech City Hyderabad Telangana 500 032 India,13710,Hyderabad,2021-12-02,2021-02-16,,,14 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
183,Oakwood Residence Kapil Hyderabad,Syno 115/1 Kapil Towers IT Park NanakramgudaFinancial District Hyderabad Andhra Pradesh 500032 India,10020,Hyderabad,2021-12-02,2021-02-16,,,14 ,23 ,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no
184,Hotel Geetanjali,41938/26/A New Marketing Complex Abids Tilak Road Hyderabad Andhra Pradesh 500001 India,3596,Hyderabad,2021-12-02,2021-02-16,,,1.3,17 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
185,Hotel Geetanjali,41938/26/A New Marketing Complex Abids Tilak Road Hyderabad Andhra Pradesh 500001 India,3596,Hyderabad,2021-12-02,2021-02-16,,,1.3,17 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
186,The Westin Hyderabad Mindspace,Raheja IT Park Hitec City Madhapur Hyderabad Telangana 500081 India,21060,Hyderabad,2021-12-02,2021-02-18,,,9.9,22 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
187,Le Meridien Hyderabad,Plot No 132 Miyapur Rd Gachibowli Hyderabad Telangana 500032 India,18450,Hyderabad,2021-12-02,2021-02-18,,,13 ,24 ,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no
188,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,82409 Road No 6 Banjara Hills Hyderabad Andhra Pradesh 500034 India,18937,Hyderabad,2021-12-02,2021-02-18,Good,7.6,4.5,20 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
189,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,82409 Road No 6 Banjara Hills Hyderabad Andhra Pradesh 500034 India,18937,Hyderabad,2021-12-02,2021-02-18,Good,7.6,4.5,20 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
190,FabHotel Yesmark Gachibowli,Jayabheri Pinevally Plot # 18 Beside Gachibowli Police Commissioner Office Hyderabad Telangana 500032 India,9638,Hyderabad,2021-12-02,2021-02-18,,,11 ,22 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
191,Trident Hyderabad,HITEC City Near Cyber Towers Hyderabad Andhra Pradesh 500 081 India,27000,Hyderabad,2021-12-02,2021-02-18,Exceptional,9.6,11 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
192,Trident Hyderabad,HITEC City Near Cyber Towers Hyderabad Andhra Pradesh 500 081 India,27000,Hyderabad,2021-12-02,2021-02-18,Exceptional,9.6,11 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
193,Best Western Ashoka,6170 Lakdikapul Hyderabad Andhra Pradesh 500004 India,15634,Hyderabad,2021-12-02,2021-02-18,,,1.7,18 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
194,Courtyard by Marriott Hyderabad,1 3 1024 Lower Tank Bund Road Hyderabad Andhra Pradesh 500001 India,17688,Hyderabad,2021-12-02,2021-02-18,,,4.7,21 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
195,Prestige service apartment,Hyderabad Telangana India,22500,Hyderabad,2021-12-02,2021-02-18,,,11 ,23 ,no,yes,no,no,no,no,no,no,no,no,yes,no,yes
196,The Park Hyderabad,22 RajBhavan Road Somajiguda Hyderabad Andhra Pradesh 500082 India,14480,Hyderabad,2021-12-02,2021-02-18,,,4.0,20 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
197,OYO 19460 Hotel Pearl City,155826 Raj Tower Afzalgunj Rd Ashok Bazar Gowliguda Hyderabad Telangana 500012 India,28548,Hyderabad,2021-12-02,2021-02-18,,,2.0,15 ,no,no,no,no,no,no,no,yes,no,no,no,no,no
198,Taj Deccan,Rd Number 1 Balapur Basthi Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,24000,Hyderabad,2021-12-02,2021-02-18,,,3.8,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
199,OYO 23543 Hotel Vaishnavi,14Near Khindsi Lake Tumsar Road Hyderabad 500003 India,11677,Hyderabad,2021-12-02,2021-02-18,,,6.5,22 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
200,OYO 23543 Hotel Vaishnavi,14Near Khindsi Lake Tumsar Road Hyderabad 500003 India,11677,Hyderabad,2021-12-02,2021-02-18,,,6.5,22 ,no,yes,no,no,no,no,no,yes,no,no,no,no,no
201,Lemon Tree Hotel Gachibowli Hyderabad,No 115/1Financial District Nanakramguda Serilingampally Gachibowli Hyderabad Andhra Pradesh 500032 India,9835,Hyderabad,2021-12-02,2021-02-18,,,15 ,23 ,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no
202,Aditya Hometel,Adjacent To Satyam Theatre Balkampet Rd Ameerpet Hyderabad Andhra Pradesh 500001 India,10153,Hyderabad,2021-12-02,2021-02-18,,,5.8,21 ,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
203,"Vivanta Hyderabad, Begumpet",1 10 147 148 Mayuri Marg Hyderabad Andhra Pradesh 500016 India,21900,Hyderabad,2021-12-02,2021-02-18,,,6.1,22 ,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,no
204,Aditya Park-A Sarovar Portico Hotel,Ameerpet Aditya Enclave Hyderabad Andhra Pradesh 500038 India,8775,Hyderabad,2021-12-02,2021-02-18,,,5.7,21 ,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no
205,Marigold by Greenpark,7125 Greenlands Begumpet Hyderabad Andhra Pradesh 500016 India,21600,Hyderabad,2021-12-02,2021-02-18,,,5.5,21 ,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no
206,Hyderabad Marriott Hotel & Convention Centre,Opp Hussain Sagar Lake Tank Bund Rd Hyderabad Andhra Pradesh 500080 India,19008,Hyderabad,2021-12-02,2021-02-18,,,4.6,21 ,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no
207,Hill View Guest Houses - Begumpet,HNo18308/4/2 Rdno1 Patigadda Begumpet Hyderabad Telangana 500003 India,9715,Hyderabad,2021-12-02,2021-02-18,,,6.0,22 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
208,Novotel Hyderabad Airport Hotel,Rajiv Gandhi International Airport Shamshabad RR District Hyderabad Andhra Pradesh 500409 India,31999,Hyderabad,2021-12-02,2021-02-18,,,16 ,1.5,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no
209,Taj Banjara,Road No 1 Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,21147,Hyderabad,2021-12-02,2021-02-18,,,2.9,18 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
210,HOTEL THE CONCLAVE,Gowlidoddi Rd Hyderabad Telangana 500032 India,12000,Hyderabad,2021-12-02,2021-02-18,,,16 ,24 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
211,Hyatt Place Hyderabad Banjara Hills,Banjara Hills Road 1 Hyderabad Telangana 500034 India,21990,Hyderabad,2021-12-02,2021-02-18,,,3.0,19 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
212,Hyatt Place Hyderabad Banjara Hills,Banjara Hills Road 1 Hyderabad Telangana 500034 India,21990,Hyderabad,2021-12-02,2021-02-18,,,3.0,19 ,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
213,Avasa Hotels,Plot No 15 24 25 & 26 Survey No64 Sector1 Huda Techno Enclave Hyderabad Andhra Pradesh 500081 India,24600,Hyderabad,2021-12-02,2021-02-18,,,11 ,24 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
214,Capital O 65104 Che Sigma Hotel,107/11 Beside Firdous Cafe Chinthalkunta ta Hyderabad Hyderabad Telangana 500074 India,7805,Hyderabad,2021-12-02,2021-02-18,,,11 ,16 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
215,HMC Hotel,Gosha Road MJ Market Hyderabad Telangana 500001 India,11994,Hyderabad,2021-12-02,2021-02-18,,,1.0,16 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
216,Hotel Lotus Grand,94147 to 153 opprailway station Gurudwaralane Rezimental Bazar Hyderabad Telangana 500003 India,14400,Hyderabad,2021-12-02,2021-02-18,,,7.0,23 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
217,Deccan Comforts,No 5919/14 15 Old Secretariat Road Green Gates Saifabad Hyderabad Telangana 500022 India,5994,Hyderabad,2021-12-02,2021-02-18,,,2.2,18 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
218,Cannychoice Inn,Hotel CannyChoice Inn Plot No 60 & 61 Green Hamlet Shilpa Park Rd Kondapur Hyderabad Telangana 500084 India,12000,Hyderabad,2021-12-02,2021-02-18,,,14 ,26 ,no,yes,no,no,yes,no,no,no,no,no,no,no,no
219,Welkin Hotel,17227 to 234 Near Paradise Circle SD Road Hyderabad Telangana 500003 India,10500,Hyderabad,2021-12-02,2021-02-18,,,6.4,23 ,no,yes,yes,no,no,no,no,no,no,no,no,no,no
220,OYO 65280 New Raghava Guest House,D/4 Sri Nagar Colony Krishna Nagar Hyderabad Telangana 500033 India,16872,Hyderabad,2021-12-02,2021-02-18,,,6.1,21 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
221,Park Hyatt Hyderabad,Road No 2 Banjara Hills Hyderabad Andhra Pradesh 500034 India,28449,Hyderabad,2021-12-02,2021-02-18,,,5.5,20 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
222,Taj Krishna,Rd Number 1 Mada Manzil Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,39000,Hyderabad,2021-12-02,2021-02-18,,,3.5,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
223,Taj Krishna,Rd Number 1 Mada Manzil Banjara Hills Telangana Hyderabad Andhra Pradesh 500034 India,39000,Hyderabad,2021-12-02,2021-02-18,,,3.5,19 ,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no
224,"Red Fox Hotel, HITEC City, Hyderabad",Plot No 2 HITEC City Hyderabad Andhra Pradesh 500081 India,10355,Hyderabad,2021-12-02,2021-02-18,,,11 ,23 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
